-671.175165	-671.2001534	-671.2242441	-671.2475171	-671.2700032	-671.2917063	-671.3126098	-671.3327707	-671.3521609	-671.3707252	-671.3885249	-671.4056152	-671.4218809	-671.4374205	-671.4522059	-671.4661465	-671.4793475	-671.4918404	-671.5035931	-671.5145777	-671.5248307	-671.534349	-671.5431501	-671.5511617	-671.5584823	-671.5650362	-671.5708828	-671.5759839	-671.5803788	-671.584053	-671.5870398	-671.5892802	-671.5908117
-671.3117348	-671.3346129	-671.3567405	-671.3780467	-671.3985642	-671.418276	-671.4372011	-671.4553866	-671.4727815	-671.4894699	-671.5052972	-671.5203489	-671.5346448	-671.5482133	-671.5610325	-671.5730014	-671.5842256	-671.5947336	-671.6044958	-671.6135843	-671.6218768	-671.6293962	-671.6362446	-671.6423138	-671.6476441	-671.65229	-671.6562208	-671.6593538	-671.6617866	-671.6635811	-671.6645911	-671.6648857	-671.6645078
-671.4044112	-671.4254664	-671.4458076	-671.4652987	-671.4840037	-671.5019022	-671.5190076	-671.53539	-671.5510612	-671.5658615	-671.5798955	-671.5931198	-671.6056957	-671.6174404	-671.6284388	-671.6386371	-671.6480976	-671.6568301	-671.6648551	-671.6721131	-671.6785907	-671.6843992	-671.6894606	-671.6937597	-671.697331	-671.7001636	-671.7023043	-671.7036833	-671.7043886	-671.7043879	-671.703656	-671.7022401	-671.7000681
-671.4601153	-671.4795949	-671.4982497	-671.5161126	-671.5331903	-671.5494612	-671.5650046	-671.5797213	-671.593696	-671.6068691	-671.6193019	-671.6309895	-671.641872	-671.6520468	-671.6614314	-671.6699713	-671.6778755	-671.6849844	-671.6914031	-671.6970595	-671.7019999	-671.7061914	-671.709653	-671.7123242	-671.7143073	-671.715532	-671.7160491	-671.7159197	-671.715003	-671.7134129	-671.7110923	-671.7080713	-671.7043591
-671.485762	-671.5037585	-671.5209725	-671.5373808	-671.5530389	-671.5678571	-671.5818807	-671.5951274	-671.6076491	-671.6193981	-671.6304219	-671.640664	-671.6501031	-671.658791	-671.6667393	-671.6738473	-671.6803361	-671.6860542	-671.6910104	-671.6952464	-671.6987308	-671.7014175	-671.7034553	-671.7047175	-671.7052617	-671.7051068	-671.7042646	-671.70266	-671.7003735	-671.6973401	-671.6935855	-671.689166	-671.684031
-671.4879112	-671.5045863	-671.5204845	-671.5356495	-671.5499873	-671.5635102	-671.5762665	-671.5882461	-671.5994525	-671.609977	-671.6197582	-671.62869	-671.6368224	-671.6442458	-671.6509536	-671.6568988	-671.6620798	-671.6664794	-671.6701689	-671.6731207	-671.6753114	-671.6767483	-671.6774949	-671.6775073	-671.6767939	-671.6754228	-671.6733212	-671.6704322	-671.6668907	-671.6626072	-671.6576118	-671.6519164	-671.6455483
-671.4728182	-671.4884072	-671.5032099	-671.5171937	-671.530362	-671.5428075	-671.5544272	-671.5653122	-671.575481	-671.5848816	-671.5934617	-671.6012516	-671.6083661	-671.6147143	-671.6203018	-671.6251322	-671.6291611	-671.6324587	-671.635074	-671.6368656	-671.6379301	-671.6382936	-671.6379694	-671.6368298	-671.6350618	-671.6326119	-671.6293843	-671.6254164	-671.6207554	-671.6154006	-671.6093182	-671.602533	-671.5950803
-671.4464432	-671.4610516	-671.4748809	-671.487905	-671.5001326	-671.5115729	-671.522317	-671.5322397	-671.541358	-671.5498034	-671.5574964	-671.5643698	-671.5704991	-671.5758595	-671.580516	-671.5843589	-671.5874537	-671.5898515	-671.5914351	-671.5923255	-671.5924699	-671.5918676	-671.5905753	-671.5885383	-671.5858426	-671.5823897	-671.5782213	-671.5733641	-671.5677644	-671.5614404	-671.554419	-671.5467187	-671.5383206
-671.4141192	-671.4278977	-671.4409029	-671.4531269	-671.4646047	-671.4752686	-671.4851614	-671.4942566	-671.502684	-671.510263	-671.5171343	-671.5232184	-671.5285579	-671.5331684	-671.5369535	-671.5400242	-671.542334	-671.5438822	-671.5446956	-671.5447811	-671.544127	-671.5428051	-671.5406709	-671.5378374	-671.5343433	-671.530112	-671.5251423	-671.5195076	-671.5131196	-671.5060494	-671.4982347	-671.4897383	-671.4805568
-671.3806564	-671.39374	-671.4061356	-671.4177176	-671.4285414	-671.4385028	-671.447802	-671.4562896	-671.4640237	-671.470952	-671.4771568	-671.4826162	-671.4873466	-671.49123	-671.4943338	-671.4967993	-671.4984717	-671.499363	-671.4995134	-671.4990119	-671.4977217	-671.4957124	-671.4929737	-671.4895629	-671.4853874	-671.4805109	-671.474885	-671.4685951	-671.4615957	-671.45391	-671.4454891	-671.436335	-671.4265314
