0.011595329	0.011097745	0.010600161	0.010102578	0.009604994	0.00910741	0.008609826	0.008112242	0.007614659	0.007117075	0.006619491	0.006121907	0.005624323	0.00512674	0.004629156	0.004131572	0.003633988	0.003136404	0.002638821	0.002141237	0.001643653	0.001146069	0.000648485	0.000150902	-0.000346682	-0.000844266	-0.00134185	-0.001839434	-0.002337017	-0.002834601	-0.003332185	-0.003829769	-0.004327353	-0.004824936	-0.00532252	-0.005820104	-0.006317688
0.012349097	0.011851143	0.011353188	0.010855234	0.010357279	0.009859324	0.00936137	0.008863415	0.008365461	0.007867506	0.007369552	0.006871597	0.006373643	0.005875688	0.005377733	0.004879779	0.004381824	0.00388387	0.003385915	0.002887961	0.002390006	0.001892051	0.001394097	0.000896142	0.000398188	-9.97667E-05	-0.000597721	-0.001095676	-0.00159363	-0.002091585	-0.00258954	-0.003087494	-0.003585449	-0.004083403	-0.004581358	-0.005079312	-0.005577267
0.013095976	0.012597654	0.012099332	0.01160101	0.011102688	0.010604366	0.010106044	0.009607722	0.009109401	0.008611079	0.008112757	0.007614435	0.007116113	0.006617791	0.006119469	0.005621147	0.005122825	0.004624503	0.004126181	0.003627859	0.003129537	0.002631215	0.002132893	0.001634571	0.00113625	0.000637928	0.000139606	-0.000358716	-0.000857038	-0.00135536	-0.001853682	-0.002352004	-0.002850326	-0.003348648	-0.00384697	-0.004345292	-0.004843614
0.013749159	0.013250516	0.012751873	0.012253229	0.011754586	0.011255943	0.0107573	0.010258657	0.009760013	0.00926137	0.008762727	0.008264084	0.00776544	0.007266797	0.006768154	0.006269511	0.005770868	0.005272224	0.004773581	0.004274938	0.003776295	0.003277651	0.002779008	0.002280365	0.001781722	0.001283079	0.000784435	0.000285792	-0.000212851	-0.000711494	-0.001210138	-0.001708781	-0.002207424	-0.002706067	-0.00320471	-0.003703354	-0.004201997
0.014339235	0.013840302	0.013341368	0.012842435	0.012343501	0.011844568	0.011345634	0.010846701	0.010347767	0.009848834	0.0093499	0.008850967	0.008352034	0.0078531	0.007354167	0.006855233	0.0063563	0.005857366	0.005358433	0.004859499	0.004360566	0.003861632	0.003362699	0.002863765	0.002364832	0.001865898	0.001366965	0.000868031	0.000369098	-0.000129835	-0.000628769	-0.001127702	-0.001626636	-0.002125569	-0.002624503	-0.003123436	-0.00362237
0.014865251	0.014366058	0.013866866	0.013367674	0.012868482	0.01236929	0.011870097	0.011370905	0.010871713	0.010372521	0.009873329	0.009374136	0.008874944	0.008375752	0.00787656	0.007377368	0.006878175	0.006378983	0.005879791	0.005380599	0.004881406	0.004382214	0.003883022	0.00338383	0.002884638	0.002385445	0.001886253	0.001387061	0.000887869	0.000388677	-0.000110516	-0.000609708	-0.0011089	-0.001608092	-0.002107284	-0.002606477	-0.003105669
0.015326898	0.014827479	0.014328059	0.01382864	0.013329221	0.012829802	0.012330382	0.011830963	0.011331544	0.010832124	0.010332705	0.009833286	0.009333867	0.008834447	0.008335028	0.007835609	0.007336189	0.00683677	0.006337351	0.005837932	0.005338512	0.004839093	0.004339674	0.003840254	0.003340835	0.002841416	0.002341997	0.001842577	0.001343158	0.000843739	0.00034432	-0.0001551	-0.000654519	-0.001153938	-0.001653358	-0.002152777	-0.002652196
0.015727464	0.015227847	0.014728231	0.014228615	0.013728998	0.013229382	0.012729766	0.012230149	0.011730533	0.011230917	0.0107313	0.010231684	0.009732068	0.009232451	0.008732835	0.008233219	0.007733603	0.007233986	0.00673437	0.006234754	0.005735137	0.005235521	0.004735905	0.004236288	0.003736672	0.003237056	0.002737439	0.002237823	0.001738207	0.00123859	0.000738974	0.000239358	-0.000260258	-0.000759875	-0.001259491	-0.001759107	-0.002258724
0.016063602	0.015563821	0.015064039	0.014564257	0.014064476	0.013564694	0.013064912	0.012565131	0.012065349	0.011565568	0.011065786	0.010566004	0.010066223	0.009566441	0.009066659	0.008566878	0.008067096	0.007567314	0.007067533	0.006567751	0.006067969	0.005568188	0.005068406	0.004568624	0.004068843	0.003569061	0.003069279	0.002569498	0.002069716	0.001569934	0.001070153	0.000570371	7.05895E-05	-0.000429192	-0.000928974	-0.001428755	-0.001928537
0.01631113	0.015811226	0.015311323	0.01481142	0.014311516	0.013811613	0.013311709	0.012811806	0.012311903	0.011811999	0.011312096	0.010812192	0.010312289	0.009812385	0.009312482	0.008812579	0.008312675	0.007812772	0.007312868	0.006812965	0.006313062	0.005813158	0.005313255	0.004813351	0.004313448	0.003813545	0.003313641	0.002813738	0.002313834	0.001813931	0.001314028	0.000814124	0.000314221	-0.000185683	-0.000685586	-0.001185489	-0.001685393
0.016554035	0.016054012	0.015553989	0.015053966	0.014553943	0.01405392	0.013553897	0.013053874	0.012553852	0.012053829	0.011553806	0.011053783	0.01055376	0.010053737	0.009553714	0.009053691	0.008553669	0.008053646	0.007553623	0.0070536	0.006553577	0.006053554	0.005553531	0.005053508	0.004553485	0.004053463	0.00355344	0.003053417	0.002553394	0.002053371	0.001553348	0.001053325	0.000553302	5.32794E-05	-0.000446743	-0.000946766	-0.001446789
0.016706376	0.016206278	0.01570618	0.015206082	0.014705984	0.014205887	0.013705789	0.013205691	0.012705593	0.012205495	0.011705397	0.0112053	0.010705202	0.010205104	0.009705006	0.009204908	0.00870481	0.008204713	0.007704615	0.007204517	0.006704419	0.006204321	0.005704224	0.005204126	0.004704028	0.00420393	0.003703832	0.003203734	0.002703637	0.002203539	0.001703441	0.001203343	0.000703245	0.000203148	-0.00029695	-0.000797048	-0.001297146
0.016798982	0.016298839	0.015798695	0.015298552	0.014798409	0.014298265	0.013798122	0.013297978	0.012797835	0.012297692	0.011797548	0.011297405	0.010797262	0.010297118	0.009796975	0.009296831	0.008796688	0.008296545	0.007796401	0.007296258	0.006796115	0.006295971	0.005795828	0.005295684	0.004795541	0.004295398	0.003795254	0.003295111	0.002794968	0.002294824	0.001794681	0.001294538	0.000794394	0.000294251	-0.000205893	-0.000706036	-0.001206179
0.016843622	0.016343457	0.015843291	0.015343126	0.014842961	0.014342795	0.01384263	0.013342465	0.012842299	0.012342134	0.011841969	0.011341803	0.010841638	0.010341473	0.009841307	0.009341142	0.008840977	0.008340811	0.007840646	0.007340481	0.006840315	0.00634015	0.005839985	0.005339819	0.004839654	0.004339489	0.003839323	0.003339158	0.002838993	0.002338827	0.001838662	0.001338497	0.000838331	0.000338166	-0.000161999	-0.000662165	-0.00116233
0.016798982	0.016298839	0.015798695	0.015298552	0.014798409	0.014298265	0.013798122	0.013297978	0.012797835	0.012297692	0.011797548	0.011297405	0.010797262	0.010297118	0.009796975	0.009296831	0.008796688	0.008296545	0.007796401	0.007296258	0.006796115	0.006295971	0.005795828	0.005295684	0.004795541	0.004295398	0.003795254	0.003295111	0.002794968	0.002294824	0.001794681	0.001294538	0.000794394	0.000294251	-0.000205893	-0.000706036	-0.001206179
