-669.3712817	-669.3869766	-669.4022473	-669.4170632	-669.4313677	-669.4452165	-669.4585932	-669.4714805	-669.4839576	-669.4959329	-669.5074731	-669.5184621	-669.5290287	-669.5391146	-669.5487232	-669.557852	-669.5664844	-669.5746482	-669.5823518	-669.5895556	-669.5962695	-669.6025211	-669.6082529	-669.6134201	-669.618152	-669.6224203	-669.6262171	-669.6294843	-669.6323389	-669.6346184	-669.636362	-669.6377039	-669.6384617	-669.6387775	-669.6384334	-669.6376677	-669.6364065
-669.4932234	-669.5075833	-669.5215882	-669.5350567	-669.5480797	-669.560644	-669.5727794	-669.5843706	-669.5955339	-669.6063456	-669.6165587	-669.6263156	-669.6355823	-669.6443366	-669.6525663	-669.660396	-669.6677918	-669.6745969	-669.680988	-669.6868751	-669.6921465	-669.6971097	-669.7015171	-669.7054328	-669.7088583	-669.7117722	-669.7142157	-669.7161464	-669.7175865	-669.7185251	-669.7189793	-669.7189079	-669.7182841	-669.7171854	-669.7155903	-669.7134706	-669.710887
-669.5725558	-669.5859423	-669.5986488	-669.6109711	-669.6227791	-669.6342017	-669.6451088	-669.65546	-669.6654824	-669.6749312	-669.6840147	-669.6925453	-669.7006201	-669.7082226	-669.7153283	-669.7219498	-669.7280942	-669.7337884	-669.7390089	-669.7436873	-669.7478268	-669.7515224	-669.7546711	-669.7574082	-669.759653	-669.7612377	-669.7624893	-669.7631935	-669.7634162	-669.7631012	-669.7622912	-669.7609392	-669.7591115	-669.7567509	-669.7539402	-669.7506403	-669.7467879
-669.6152013	-669.6274628	-669.6391618	-669.650411	-669.6611655	-669.6715568	-669.6813938	-669.6907539	-669.699637	-669.7080235	-669.7159672	-669.7233739	-669.7303253	-669.7367856	-669.742804	-669.7483813	-669.7534347	-669.7579883	-669.7620771	-669.7657044	-669.7688424	-669.7714376	-669.7735758	-669.7752192	-669.7763131	-669.7769366	-669.7769889	-669.7766212	-669.7757198	-669.7742554	-669.7722059	-669.7697814	-669.7668663	-669.7633576	-669.7593989	-669.7551457	-669.7501553
-669.6271545	-669.6383866	-669.6492662	-669.6596033	-669.6694451	-669.6788437	-669.6877556	-669.6961711	-669.7041295	-669.7115793	-669.7185391	-669.7249902	-669.7310064	-669.7364742	-669.7414413	-669.7459963	-669.7501155	-669.7536901	-669.756734	-669.7593775	-669.7617052	-669.7633686	-669.7644711	-669.7650981	-669.7652058	-669.7648187	-669.7639791	-669.7625744	-669.7606391	-669.7582315	-669.7552562	-669.7518266	-669.7478176	-669.743384	-669.7384141	-669.7328802	-669.7268348
-669.6150541	-669.6254416	-669.635394	-669.6448776	-669.6538033	-669.6622551	-669.6705385	-669.6780554	-669.6851376	-669.6917769	-669.6978948	-669.703601	-669.7087952	-669.7134526	-669.717548	-669.7212141	-669.7244217	-669.7271391	-669.7293971	-669.7310483	-669.7322828	-669.7330612	-669.7332727	-669.7330451	-669.7323488	-669.7310816	-669.7293141	-669.7269814	-669.7241957	-669.7209013	-669.7170843	-669.7128334	-669.7080333	-669.7027092	-669.696802	-669.6902724	-669.6833568
-669.5848738	-669.5946196	-669.6037836	-669.6124326	-669.6207021	-669.6285119	-669.6358071	-669.6426734	-669.6490133	-669.65478	-669.660107	-669.6649695	-669.6693785	-669.6733491	-669.6768505	-669.679706	-669.6821227	-669.6841125	-669.6856436	-669.6866892	-669.6871651	-669.687138	-669.6866037	-669.6854935	-669.6839812	-669.682033	-669.6793936	-669.6764058	-669.6728955	-669.6688297	-669.6642409	-669.6591491	-669.6535296	-669.6473917	-669.6407525	-669.6336674	-669.6260103
-669.5426913	-669.5517196	-669.5602706	-669.5683288	-669.5759322	-669.5830067	-669.5896741	-669.5958619	-669.6015294	-669.6067443	-669.6114804	-669.6157098	-669.619482	-669.6228589	-669.6257249	-669.6279995	-669.6296806	-669.6309904	-669.6317956	-669.6321578	-669.6319657	-669.6313658	-669.6302662	-669.6285806	-669.6263881	-669.6237032	-669.6205158	-669.6167757	-669.612603	-669.6078439	-669.6025965	-669.5968446	-669.5905647	-669.5838108	-669.5765835	-669.5687426	-669.5603823
-669.4943947	-669.5029403	-669.5109772	-669.5185737	-669.5256539	-669.5322193	-669.5383403	-669.5439041	-669.5490702	-669.5537575	-669.558101	-669.5618121	-669.5650067	-669.5678445	-669.5701015	-669.5718659	-669.5731462	-669.5739216	-669.5741994	-669.5739968	-669.5732444	-669.5719781	-669.5702786	-669.5680075	-669.5652914	-669.5621403	-669.5584479	-669.5542694	-669.5495128	-669.5442525	-669.5384572	-669.532157	-669.5252665	-669.517938	-669.510106	-669.5017127	-669.4927976
-669.4459075	-669.4539965	-669.4616605	-669.4687777	-669.4754302	-669.4816773	-669.4873836	-669.4926924	-669.4974403	-669.5016048	-669.5053867	-669.5086718	-669.5115687	-669.513979	-669.5157999	-669.5171348	-669.5179846	-669.5183299	-669.5181528	-669.5175109	-669.5164256	-669.5146961	-669.5124794	-669.5098647	-669.5067029	-669.5029878	-669.4988221	-669.4942279	-669.4890333	-669.4833248	-669.4770901	-669.4703869	-669.4630956	-669.4553397	-669.4469807	-669.4381429	-669.4287822
