0.077753985	0.074803807	0.071853629	0.068903451	0.065953273	0.063003095	0.060052917	0.057102739	0.054152561	0.051202382	0.048252204	0.045302026	0.042351848	0.03940167	0.036451492	0.033501314	0.030551136	0.027600958	0.024650779	0.021700601	0.018750423	0.015800245	0.012850067	0.009899889	0.006949711	0.003999533	0.001049355	-0.001900824	-0.004851002	-0.00780118	-0.010751358	-0.013701536	-0.016651714
0.074526615	0.071585272	0.068643928	0.065702584	0.062761241	0.059819897	0.056878553	0.053937209	0.050995866	0.048054522	0.045113178	0.042171835	0.039230491	0.036289147	0.033347804	0.03040646	0.027465116	0.024523772	0.021582429	0.018641085	0.015699741	0.012758398	0.009817054	0.00687571	0.003934367	0.000993023	-0.001948321	-0.004889665	-0.007831008	-0.010772352	-0.013713696	-0.016655039	-0.019596383
0.071423291	0.068490442	0.065557593	0.062624744	0.059691895	0.056759046	0.053826198	0.050893349	0.0479605	0.045027651	0.042094802	0.039161953	0.036229104	0.033296256	0.030363407	0.027430558	0.024497709	0.02156486	0.018632011	0.015699162	0.012766314	0.009833465	0.006900616	0.003967767	0.001034918	-0.001897931	-0.004830779	-0.007763628	-0.010696477	-0.013629326	-0.016562175	-0.019495024	-0.022427873
0.068511269	0.065586392	0.062661514	0.059736636	0.056811759	0.053886881	0.050962003	0.048037126	0.045112248	0.04218737	0.039262493	0.036337615	0.033412737	0.03048786	0.027562982	0.024638104	0.021713227	0.018788349	0.015863471	0.012938594	0.010013716	0.007088838	0.004163961	0.001239083	-0.001685795	-0.004610672	-0.00753555	-0.010460428	-0.013385305	-0.016310183	-0.01923506	-0.022159938	-0.025084816
0.065862762	0.062945134	0.060027506	0.057109878	0.054192251	0.051274623	0.048356995	0.045439367	0.042521739	0.039604112	0.036686484	0.033768856	0.030851228	0.0279336	0.025015973	0.022098345	0.019180717	0.016263089	0.013345461	0.010427834	0.007510206	0.004592578	0.00167495	-0.001242677	-0.004160305	-0.007077933	-0.009995561	-0.012913189	-0.015830816	-0.018748444	-0.021666072	-0.0245837	-0.027501328
0.063550283	0.060638985	0.057727687	0.054816389	0.051905092	0.048993794	0.046082496	0.043171198	0.040259901	0.037348603	0.034437305	0.031526007	0.02861471	0.025703412	0.022792114	0.019880816	0.016969519	0.014058221	0.011146923	0.008235625	0.005324328	0.00241303	-0.000498268	-0.003409566	-0.006320863	-0.009232161	-0.012143459	-0.015054757	-0.017966055	-0.020877352	-0.02378865	-0.026699948	-0.029611246
0.061519642	0.058613903	0.055708164	0.052802425	0.049896686	0.046990946	0.044085207	0.041179468	0.038273729	0.03536799	0.03246225	0.029556511	0.026650772	0.023745033	0.020839293	0.017933554	0.015027815	0.012122076	0.009216337	0.006310597	0.003404858	0.000499119	-0.00240662	-0.005312359	-0.008218099	-0.011123838	-0.014029577	-0.016935316	-0.019841055	-0.022746795	-0.025652534	-0.028558273	-0.031464012
0.059715913	0.056815111	0.05391431	0.051013508	0.048112706	0.045211904	0.042311102	0.039410301	0.036509499	0.033608697	0.030707895	0.027807093	0.024906292	0.02200549	0.019104688	0.016203886	0.013303085	0.010402283	0.007501481	0.004600679	0.001699877	-0.001200924	-0.004101726	-0.007002528	-0.00990333	-0.012804132	-0.015704933	-0.018605735	-0.021506537	-0.024407339	-0.027308141	-0.030208942	-0.033109744
0.058324725	0.055427731	0.052530738	0.049633744	0.04673675	0.043839757	0.040942763	0.038045769	0.035148776	0.032251782	0.029354789	0.026457795	0.023560801	0.020663808	0.017766814	0.01486982	0.011972827	0.009075833	0.006178839	0.003281846	0.000384852	-0.002512141	-0.005409135	-0.008306129	-0.011203122	-0.014100116	-0.01699711	-0.019894103	-0.022791097	-0.025688091	-0.028585084	-0.031482078	-0.034379071
0.057221649	0.054327675	0.051433701	0.048539727	0.045645753	0.042751779	0.039857805	0.03696383	0.034069856	0.031175882	0.028281908	0.025387934	0.02249396	0.019599986	0.016706011	0.013812037	0.010918063	0.008024089	0.005130115	0.002236141	-0.000657833	-0.003551808	-0.006445782	-0.009339756	-0.01223373	-0.015127704	-0.018021678	-0.020915652	-0.023809627	-0.026703601	-0.029597575	-0.032491549	-0.035385523
