-0.06	-0.016335977	0.130365432	-0.272266282	2.172757194
-0.055	-0.015910892	0.122601368	-0.289288944	2.229115778
-0.05	-0.015281043	0.114039496	-0.305620864	2.280789918
-0.045	-0.014654542	0.105686299	-0.325656484	2.348584431
-0.04	-0.013776238	0.096412935	-0.344405954	2.410323383
-0.035	-0.012707554	0.086421872	-0.363072979	2.469196333
-0.03	-0.011406722	0.075647674	-0.380224052	2.521589148
-0.025	-0.009814262	0.063810599	-0.392570491	2.55242395
-0.02	-0.007535554	0.049433858	-0.376777703	2.471692907
-0.015	-0.005507694	0.036292004	-0.367179625	2.41946695
-0.01	-0.003250032	0.022431894	-0.325003244	2.243189442
-0.005	-0.001322815	0.010018359	-0.26456297	2.003671741
0.005	0.000798271	-0.008095187	-0.159654204	1.619037484
0.01	0.001301807	-0.01502816	-0.130180742	1.502815969
0.015	0.001564122	-0.02098335	-0.104274772	1.398889981
0.02	0.001646592	-0.026241754	-0.082329599	1.312087715
0.025	0.001514333	-0.030608419	-0.060573326	1.224336746
0.03	0.001316911	-0.034680983	-0.043897038	1.156032756
0.035	0.001028727	-0.038291627	-0.029392193	1.094046473
0.04	0.000698136	-0.04170272	-0.017453403	1.042568004
0.045	0.000312895	-0.044771108	-0.006953213	0.994913522
0.05	-0.000120277	-0.047575446	0.00240553	0.951508911
0.055	-0.000568179	-0.050255409	0.010330518	0.913734717
0.06	-0.001014008	-0.05279339	0.016900141	0.879889832
