0.92	5.1856421851920000 	5.7318235569496500 	4.0902121489418700 	-0.08	0.01689964	0.026233287	0.211245503	0.327916092
0.925	5.2138250231549900 	5.7244197179748600 	4.0829725571898400 	-0.075	0.015586103	0.024416875	0.207814712	0.32555834
0.93	5.2420078611180000 	5.7170910869620100 	4.0759109010697100 	-0.07	0.014285909	0.022645108	0.204084421	0.323501537
0.935	5.2701906990809900 	5.7099980661666100 	4.0689416102252500 	-0.065	0.013027516	0.020896514	0.200423321	0.321484833
0.94	5.2983735370440000 	5.7031522447236700 	4.0620370484584400 	-0.06	0.011812979	0.019164161	0.196882976	0.319402686
0.945	5.3265563750069900 	5.6964711658893200 	4.0552349648430700 	-0.055	0.010627669	0.01745752	0.193230341	0.317409454
0.95	5.3547392129700000 	5.6899810502814800 	4.0485094560773800 	-0.05	0.009476238	0.015770091	0.189524766	0.315401827
0.955	5.3829220509329900 	5.6837228179743200 	4.0418928011709500 	-0.045	0.008365947	0.014109974	0.185909932	0.313554981
0.96	5.4111048888960000 	5.6776820798992500 	4.0352993985241300 	-0.04	0.007294242	0.012455691	0.182356047	0.311392274
0.965	5.4392877268589900 	5.6718019414200200 	4.0288925251377600 	-0.035	0.006251029	0.010848208	0.178600835	0.309948797
0.97	5.4674705648220000 	5.6661446481706500 	4.0224708414979400 	-0.03	0.005247352	0.009237009	0.174911741	0.307900298
0.975	5.4956534027849900 	5.6606700754192900 	4.0161642795703400 	-0.025	0.004276092	0.007654694	0.171043689	0.30618776
0.98	5.5238362407480000 	5.6554784420105800 	4.0098939600895900 	-0.02	0.003355029	0.006081472	0.167751465	0.304073614
0.985	5.5520190787110000 	5.6504050200099400 	4.0037063344074700 	-0.015	0.002454939	0.004528998	0.163662574	0.301933228
0.99	5.5802019166739900 	5.6456178449714100 	3.9976224016948500 	-0.01	0.001605632	0.003002541	0.160563184	0.300254111
0.995	5.6083847546370000 	5.6409886376891700 	3.9915755918400500 	-0.005	0.000784351	0.001485398	0.156870117	0.300254111
1.005	5.6647504305630000 	5.6323046177430400 	3.9797440870204500 	0.005	-0.000756307	-0.001483124	0.151261376	0.296624787
1.01	5.6929332685259900 	5.6282498443693600 	3.9739013914058600 	0.01	-0.001475676	-0.002949055	0.147567613	0.294905492
1.015	5.7211161064890000 	5.6244157697061700 	3.9681585971511300 	0.015	-0.002155891	-0.004389921	0.143726038	0.292661378
1.02	5.7492989444519900 	5.6207638866903600 	3.9624745683709000 	0.02	-0.002803782	-0.005816042	0.140189092	0.29080211
1.025	5.7774817824150000 	5.6172410649043000 	3.9568898842299200 	0.025	-0.003428776	-0.007217238	0.13715104	0.288689526
1.03	5.8056646203779900 	5.6139996158040000 	3.9513509322766200 	0.03	-0.004003851	-0.00860696	0.1334617	0.286898664
1.035	5.8338474583410000 	5.6108725756289200 	3.9458510952921400 	0.035	-0.004558628	-0.009986868	0.130246525	0.285339079
1.04	5.8620302963039900 	5.6079925484732200 	3.9404309590121600 	0.04	-0.005069582	-0.011346779	0.126739561	0.283669468
1.045	5.8902131342670000 	5.6052332568429000 	3.9351312969512500 	0.045	-0.005559116	-0.012676463	0.123535922	0.281699171
1.05	5.9183959722299900 	5.6026559071605000 	3.9298550202598200 	0.05	-0.006016372	-0.014000279	0.120327433	0.280005586
1.055	5.9465788101930000 	5.6002332724300100 	3.9247150666839600 	0.055	-0.006446178	-0.015289892	0.117203243	0.277998045
1.06	5.9747616481560000 	5.5979894318971800 	3.9195845026747900 	0.06	-0.006844265	-0.01657715	0.114071079	0.27628583
1.065	6.0029444861189900 	5.5958833569355900 	3.9145565795881100 	0.065	-0.00721791	-0.017838655	0.111044764	0.274440839
1.07	6.0311273240820000 	5.5939206878140300 	3.9096076813016900 	0.07	-0.007566113	-0.019080332	0.108087322	0.272576171
1.075	6.0593101620449900 	5.5921517432556200 	3.9047068937053800 	0.075	-0.007879946	-0.020309938	0.105065949	0.27079918
1.08	6.0874930000080000 	5.5905273023269100 	3.8998869453647700 	0.08	-0.008168143	-0.021519262	0.102101788	0.26899078
