-0.06	0.00194677	0.05854331	0.032446165	0.975721834
-0.055	0.002457019	0.050062411	0.044673066	0.910225663
-0.05	0.002685408	0.042887606	0.053708158	0.857752129
-0.045	0.002734169	0.036609438	0.060759311	0.813543076
-0.04	0.002639645	0.031081194	0.065991135	0.777029849
-0.035	0.002447686	0.026102139	0.069933892	0.745775407
-0.03	0.002197636	0.021543532	0.073254518	0.718117722
-0.025	0.001876348	0.017366217	0.075053905	0.694648669
-0.02	0.001535622	0.013436646	0.076781095	0.671832304
-0.015	0.001175095	0.009763288	0.078339694	0.650885863
-0.01	0.000785211	0.006351289	0.078521118	0.635128908
-0.005	0.000393392	0.003085427	0.078678345	0.617085301
0.005	-0.000393337	-0.002938243	0.078667398	0.587648668
0.01	-0.000783829	-0.005746858	0.078382932	0.574685827
0.015	-0.001176365	-0.008427436	0.078424317	0.561829051
0.02	-0.001548994	-0.01100254	0.077449701	0.550126989
0.025	-0.001913489	-0.01348491	0.076539569	0.53939639
0.03	-0.002272192	-0.015856366	0.075739728	0.528545527
0.035	-0.002605293	-0.018171151	0.074436929	0.519175756
0.04	-0.002922932	-0.020402139	0.07307331	0.51005347
0.045	-0.00322578	-0.022557553	0.071683992	0.50127896
0.05	-0.003513234	-0.024653086	0.070264677	0.493061726
0.055	-0.003782351	-0.026671785	0.068770014	0.484941546
0.06	-0.004036612	-0.028638901	0.067276864	0.477315016
