-79.1526651	-79.15627043	-79.1596548	-79.16280576	-79.1657216	-79.16840657	-79.1708619	-79.17307304	-79.17504362	-79.17678287	-79.17828352	-79.17954373	-79.1805699	-79.18134005	-79.1818694	-79.1821442	-79.1821782	-79.18196158	-79.1814965	-79.18077712	-79.17980532	-79.17857015	-79.17708759	-79.17532436	-79.17331334	-79.17111147	-79.16858652	-79.16579889	-79.16273815	-79.15940992	-79.15580121	-79.15193463	-79.14776787	-79.14335612
-79.17609523	-79.17962289	-79.1829415	-79.18601332	-79.1888489	-79.19145338	-79.19382247	-79.19595724	-79.19786253	-79.19951827	-79.20093816	-79.2020994	-79.2030293	-79.20371166	-79.20415226	-79.20434649	-79.20427898	-79.20397568	-79.20341177	-79.20259785	-79.20153017	-79.200211	-79.19862996	-79.196789	-79.19467756	-79.19231107	-79.18966022	-79.18676699	-79.18359943	-79.18016256	-79.17644358	-79.17252807	-79.16826933	-79.16374228
-79.18958499	-79.19303127	-79.1962545	-79.1992439	-79.20200887	-79.2045293	-79.20681331	-79.20887175	-79.21068556	-79.21225412	-79.21358713	-79.21467271	-79.21551302	-79.21608604	-79.21643478	-79.21653608	-79.21637033	-79.21598506	-79.21533047	-79.21441915	-79.21324721	-79.21182829	-79.21014599	-79.20820247	-79.20598759	-79.20351627	-79.20078098	-79.19778023	-79.1944819	-79.19093407	-79.18710252	-79.18300975	-79.17863577	-79.1739917
-79.19460601	-79.19797046	-79.20111102	-79.20401755	-79.20668584	-79.20913167	-79.21133075	-79.21329454	-79.21502221	-79.21650412	-79.21774507	-79.21874236	-79.21949825	-79.22000018	-79.2202586	-79.22027593	-79.22001328	-79.21951145	-79.21876212	-79.21775498	-79.21649179	-79.21496922	-79.21318762	-79.21114359	-79.20882736	-79.20625348	-79.20341372	-79.20030714	-79.1969239	-79.1932683	-79.18932755	-79.18511507	-79.18064136	-79.17588261
-79.19263255	-79.1959184	-79.19898879	-79.20181549	-79.20440319	-79.20675887	-79.20887634	-79.21075812	-79.21240287	-79.21380135	-79.2149582	-79.21587052	-79.21653598	-79.21695617	-79.21712728	-79.21704905	-79.21671332	-79.21611659	-79.21526357	-79.21416484	-79.21280893	-79.21119837	-79.20931621	-79.20717608	-79.20476285	-79.20209111	-79.19916461	-79.19595673	-79.1924714	-79.18872513	-79.18467924	-79.18036913	-79.17577499	-79.17088521
-79.18513963	-79.18835304	-79.19134068	-79.19409381	-79.19660706	-79.19888809	-79.20092984	-79.20273545	-79.20430308	-79.20562386	-79.20670244	-79.20753571	-79.20812139	-79.20845639	-79.20855098	-79.2083906	-79.20797452	-79.20730906	-79.20637561	-79.20517282	-79.20373033	-79.20203224	-79.20006708	-79.19783163	-79.19532806	-79.19256478	-79.18954534	-79.18624345	-79.18266293	-79.17880716	-79.17466355	-79.17025454	-79.16556019	-79.16059097
-79.17360521	-79.17674775	-79.17966843	-79.18235468	-79.18480028	-79.18701378	-79.18898713	-79.19072417	-79.19222243	-79.19347366	-79.19448207	-79.19524445	-79.19575842	-79.19602097	-79.19604236	-79.19580785	-79.19531758	-79.19457613	-79.19356582	-79.19230421	-79.19078349	-79.18898715	-79.18695457	-79.18464321	-79.18205162	-79.17920492	-79.17608756	-79.17269988	-79.16903258	-79.16508884	-79.16085608	-79.15635667	-79.15157075	-79.14650848
-79.15953106	-79.16261479	-79.16547153	-79.16809873	-79.17047104	-79.17262394	-79.17453659	-79.17621242	-79.17764929	-79.17883823	-79.17978421	-79.18048349	-79.1809336	-79.18113188	-79.18108865	-79.18078886	-79.18023239	-79.17943781	-79.17836011	-79.17703055	-79.17544099	-79.1735942	-79.17145927	-79.1690764	-79.16641835	-79.16349275	-79.16030093	-79.1568377	-79.15309398	-79.14907277	-79.14476151	-79.1401824	-79.13531563	-79.13017117
-79.14438215	-79.14742025	-79.1502317	-79.15280323	-79.15512822	-79.1572297	-79.15909052	-79.16071433	-79.16208474	-79.1632205	-79.16411312	-79.16476264	-79.1651711	-79.16531886	-79.16521484	-79.16485846	-79.16424432	-79.16336911	-79.16224261	-79.16085412	-79.15920503	-79.1572977	-79.1551206	-79.15265724	-79.14993667	-79.14695367	-79.14369179	-79.14016328	-79.13635348	-79.13226521	-79.12788578	-79.12323733	-79.11830025	-79.1130843
-79.12959254	-79.13258399	-79.13535278	-79.13788184	-79.14017347	-79.14223208	-79.14405355	-79.14563363	-79.14697303	-79.14806456	-79.14891263	-79.1495124	-79.14985409	-79.14995102	-79.14980034	-79.14939704	-79.14873648	-79.14781307	-79.14663827	-79.14520082	-79.14350681	-79.14154947	-79.1393218	-79.13682608	-79.13403527	-79.13099991	-79.12768454	-79.1241019	-79.12023716	-79.11609325	-79.1116573	-79.10695138	-79.10195607	-79.09668098
